2024-10-12T07:23:36.675Z,"""sc-03-prod-southeastasia-d28f1b19-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.328Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.328Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.315Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.315Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.307Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.306Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.190Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:23:36.190Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:22:18.997Z,"""sc-03-prod-southeastasia-272672f0-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
